dateline,theme,news org,title,hyperlink
26/11/20,Bolsonaro diz que nunca chamou Covid-19 de “gripezinha”,g1,Bolsonaro diz em 'live' que não há vídeo ou áudio em que chame Covid de 'gripezinha'; veja dois vídeos em que ele usa o termo,https://g1.globo.com/politica/noticia/2020/11/26/bolsonaro-afirma-em-live-que-nao-ha-video-ou-audio-em-que-chame-covid-de-gripezinha.ghtml
26/11/20,Bolsonaro diz que nunca chamou Covid-19 de “gripezinha”,uol,Bolsonaro mente ao dizer que não falou gripezinha em referência à covid-19,https://noticias.uol.com.br/politica/ultimas-noticias/2020/11/26/bolsonaro-nega-que-tenha-chamado-o-virus-da-covid-19-de-gripezinha.htm
26/11/20,Bolsonaro diz que nunca chamou Covid-19 de “gripezinha”,terra,Bolsonaro diz que nunca chamou covid-19 de 'gripezinha',"https://www.terra.com.br/noticias/coronavirus/bolsonaro-diz-que-nunca-chamou-covid-19-de-gripezinha,d06b787cff70030f4e89744588957d1b5zpdinoz.html"
10/12/20,Bolsonaro diz que estamos vivendo o fim da pandemia ,folha,"Estamos vivendo um finalzinho de pandemia', diz Bolsonaro apesar da alta de mortes de Covid",https://www1.folha.uol.com.br/equilibrioesaude/2020/12/estamos-vivendo-um-finalzinho-de-pandemia-diz-bolsonaro-apesar-da-alta-de-mortes-de-covid.shtml
10/12/20,Bolsonaro diz que estamos vivendo o fim da pandemia ,globo,"Bolsonaro fala em 'finalzinho de pandemia', mas 21 estados e o DF têm alta nas mortes",https://oglobo.globo.com/sociedade/coronavirus/bolsonaro-fala-em-finalzinho-de-pandemia-mas-21-estados-o-df-tem-alta-nas-mortes-24791433
10/12/20,Bolsonaro diz que estamos vivendo o fim da pandemia ,g1,"Com mortes em alta, Bolsonaro diz que 'estamos vivendo um finalzinho de pandemia'",https://g1.globo.com/rs/rio-grande-do-sul/noticia/2020/12/10/estamos-vivendo-um-finalzinho-de-pandemia-diz-bolsonaro-durante-visita-ao-rs.ghtml
10/12/20,Bolsonaro diz que estamos vivendo o fim da pandemia ,uol,"Números sobem, mas Bolsonaro diz que Brasil vive ""finalzinho da pandemia""",https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/12/10/numeros-sobem-mas-bolsonaro-diz-que-brasil-vive-finalzinho-da-pandemia.htm
10/12/20,Bolsonaro diz que estamos vivendo o fim da pandemia ,terra,Bolsonaro ignora dados e diz que epidemia está no finalzinho,"https://www.terra.com.br/noticias/brasil/bolsonaro-ignora-dados-e-diz-que-epidemia-esta-no-finalzinho,c589930d22750d5487a542bd66642c87ofn39xxs.html"
19/12/20,Bolsonaro diz que pressa pela vacina não se justifica,estadão,Bolsonaro diz que pressa por vacina 'não se justifica',"https://saude.estadao.com.br/noticias/geral,bolsonaro-diz-que-pressa-por-vacina-nao-se-justifica,70003558071"
19/12/20,Bolsonaro diz que pressa pela vacina não se justifica,folha,"""Pressa para a vacina não se justifica"", diz Bolsonaro sobre imunizante contra a Covid-19",https://www1.folha.uol.com.br/equilibrioesaude/2020/12/pressa-para-a-vacina-nao-se-justifica-diz-bolsonaro-sobre-imunizante-contra-a-covid-19.shtml
19/12/20,Bolsonaro diz que pressa pela vacina não se justifica,globo,Bolsonaro diz que 'pressa para a vacina não se justifica' e vê pandemia chegando ao fim,https://oglobo.globo.com/sociedade/bolsonaro-diz-que-pressa-para-vacina-nao-se-justifica-ve-pandemia-chegando-ao-fim-24805314
19/12/20,Bolsonaro diz que pressa pela vacina não se justifica,uol,Bolsonaro critica 'pressa' por vacina contra a covid: 'Não se justifica',https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/12/19/bolsonaro-questiona-pressa-por-vacina-contra-a-covid-nao-se-justifica.htm
19/12/20,Bolsonaro diz que pressa pela vacina não se justifica,terra,"Bolsonaro diz que pressa por vacina ""não se justifica""","https://www.terra.com.br/noticias/brasil/bolsonaro-diz-que-pressa-por-vacina-nao-se-justifica,ec55aee4678ff83df258b8ecf2e69b895m0qq435.html"
24/12/20,Bolsonaro diz que Brasil é referência no combate à Covid,estadão,"Depois de dizer que covid era “gripezinha”, Bolsonaro se solidariza com quem perdeu entes queridos","https://saude.estadao.com.br/noticias/geral,bolsonaro-se-solidariza-com-mortes-e-diz-que-governo-agiu-para-salvar-vidas-e-empregos,70003562553"
24/12/20,Bolsonaro diz que Brasil é referência no combate à Covid,folha,Bolsonaro diz em pronunciamento que Brasil é referência no combate à Covid,https://www1.folha.uol.com.br/equilibrioesaude/2020/12/bolsonaro-diz-em-pronunciamento-que-brasil-e-referencia-no-combate-a-covid.shtml
24/12/20,Bolsonaro diz que Brasil é referência no combate à Covid,g1,"Em mensagem de Natal, Bolsonaro agradece a profissionais de saúde e diz se solidarizar com famílias de vítimas da Covid-19",https://g1.globo.com/politica/noticia/2020/12/24/em-mensagem-de-natal-bolsonaro-agradece-a-profissionais-de-saude-e-diz-se-solidarizar-com-familias-que-perderam-entes-queridos.ghtml
24/12/20,Bolsonaro diz que Brasil é referência no combate à Covid,uol,"No Natal, Bolsonaro diz que Brasil é referência no combate à covid.",https://noticias.uol.com.br/politica/ultimas-noticias/2020/12/24/no-natal-bolsonaro-diz-que-pais-e-referencia-no-combate-a-covid.htm
